81,NORTH RYDE,AUSTRALIA,-33.79677,151.12436
82,ADELAIDE,AUSTRALIA,-34.92866,138.59863
83,PENNANT HILLS,AUSTRALIA,-33.73783,151.07216
84,LIDCOMBE,AUSTRALIA,-33.86436,151.0397
85,MASCOT,AUSTRALIA,-33.93333,151.2
86,EAGLE FARM,AUSTRALIA,-27.43059,153.09062
87,TENNYSON POINT,AUSTRALIA,-33.83172,151.11682
88,PRAHRAN,AUSTRALIA,-37.85114,144.99318
89,LISMORE,AUSTRALIA,-28.81354,153.2773
90,RIVERWOOD,AUSTRALIA,-33.95,151.05
91,MOLENDINAR,AUSTRALIA,-27.97409,153.36069
92,WARRAWEE,AUSTRALIA,-33.73333,151.11667
93,CHATSWOOD,AUSTRALIA,-33.8,151.18333
94,KENSINGTON,AUSTRALIA,-33.91667,151.21667
95,EPPING,AUSTRALIA,-37.65,145.03333
96,LIVERPOOL,AUSTRALIA,-33.9,150.93333
97,RICHMOND,AUSTRALIA,-37.81819,145.00176
98,FOSTER,AUSTRALIA,-38.65275,146.20073
99,PERTH,AUSTRALIA,-31.95224,115.8614
100,DONCASTER EAST,AUSTRALIA,-37.78761,145.14888
101,CANBERRA,AUSTRALIA,-35.28346,149.12807
102,SURRY HILLS,AUSTRALIA,-33.88374,151.21282
103,MITCHELL,AUSTRALIA,-26.4849,147.9742
104,BEVERLY HILLS,AUSTRALIA,-33.94799,151.07979
105,FERNY GROVE,AUSTRALIA,-27.4008,152.93475
106,WEST PERTH,AUSTRALIA,-31.94896,115.84199
107,NEW FARM,AUSTRALIA,-27.46944,153.04583
108,INGHAM,AUSTRALIA,-18.64552,146.16248
109,OSBORNE PARK,AUSTRALIA,-31.90066,115.81083
110,SHEPPARTON,AUSTRALIA,-36.38047,145.39867
111,BUDERIM,AUSTRALIA,-26.68443,153.05705
112,OLD GUILDFORD,AUSTRALIA,-33.86429,150.98395
113,CAMPBELLFIELD,AUSTRALIA,-37.68333,144.95
114,KUMBIA,AUSTRALIA,-26.7,151.66667
115,SUBIACO,AUSTRALIA,-31.95,115.8
116,INVERELL,AUSTRALIA,-29.77403,151.11166
117,TEMPE,AUSTRALIA,-33.92335,151.1602
118,DARWIN,AUSTRALIA,-12.46113,130.84185
119,MYLOR,AUSTRALIA,-35.05,138.75
120,BROOKVALE,AUSTRALIA,-33.76667,151.26667
121,TORQUAY,AUSTRALIA,-25.28333,152.86667
122,JARRAHDALE,AUSTRALIA,-32.3358,116.05951
123,MIANDETTA,AUSTRALIA,-41.1955,146.35322
124,TAMMIN,AUSTRALIA,-31.66667,117.5
125,WEST MELBOURNE,AUSTRALIA,-37.81014,144.95
126,KALGOORLIE,AUSTRALIA,-30.75325,121.46936
127,WAGGA WAGGA,AUSTRALIA,-35.12577,147.35374
128,NARARA,AUSTRALIA,-33.4,151.35
129,BROOME,AUSTRALIA,-17.95538,122.23922
130,PARREARRA,AUSTRALIA,-26.71152,153.12197
131,CARLTON,AUSTRALIA,-37.80042,144.96842
132,BELMONT,AUSTRALIA,-33.03333,151.66667
133,CAIRNS,AUSTRALIA,-16.92304,145.76625
134,ASQUITH,AUSTRALIA,-33.68333,151.1
135,HUNTINGDALE,AUSTRALIA,-32.08318,115.96614
136,HAWTHORN,AUSTRALIA,-37.81992,145.0358
137,HEIDELBERG,AUSTRALIA,-37.75,145.06667
138,NOWRA,AUSTRALIA,-34.88422,150.60036
139,BELLBOWRIE,AUSTRALIA,-27.55939,152.88278
140,MARIBYRNONG,AUSTRALIA,-37.78333,144.88333
141,COFFS HARBOUR,AUSTRALIA,-30.29626,153.11351
142,NARRE WARREN,AUSTRALIA,-38.03333,145.3
143,TOOWOOMBA,AUSTRALIA,-27.56056,151.95386
144,MOOLOOLABA,AUSTRALIA,-26.68164,153.11925
145,WOLLONGONG,AUSTRALIA,-34.424,150.89345
146,DICKSON,AUSTRALIA,-35.25281,149.14174
147,CLAYTON,AUSTRALIA,-37.91731,145.13041
148,GLOUCESTER,AUSTRALIA,-32.0077,151.9633
149,SAINT LEONARDS,AUSTRALIA,-33.82344,151.19836
150,STURT,AUSTRALIA,-35.01667,138.55
151,WELLCAMP,AUSTRALIA,-27.55,151.86667
152,SOMERSBY,AUSTRALIA,-33.36667,151.28333
153,MOUNT GAMBIER,AUSTRALIA,-37.8318,140.77919
154,LAVENDER BAY,AUSTRALIA,-33.8437,151.20752
155,PORTLAND,AUSTRALIA,-38.35261,141.60574
156,WHYALLA,AUSTRALIA,-33.03268,137.56484
157,BALLARAT,AUSTRALIA,-37.56622,143.84957
158,PRESTON,AUSTRALIA,-37.75,145.01667
159,PARKVILLE,AUSTRALIA,-31.98333,150.86667
160,OFFICER,AUSTRALIA,-38.05916,145.40947
161,HOBART,AUSTRALIA,-42.87936,147.32941
162,MULGRAVE,AUSTRALIA,-37.91667,145.2
163,MIDLAND,AUSTRALIA,-31.9,116
164,PENRITH,AUSTRALIA,-33.75,150.7
165,WEST BURLEIGH,AUSTRALIA,-28.11667,153.43333
166,RINGWOOD,AUSTRALIA,-37.81667,145.23333
167,SOUTHPORT,AUSTRALIA,-27.96667,153.4
168,CAULFIELD,AUSTRALIA,-37.88251,145.02288
169,RIVERSIDE,AUSTRALIA,-41.42105,147.05086
170,EAGLE POINT,AUSTRALIA,-37.9,147.68333
171,HELENSVALE,AUSTRALIA,-27.91828,153.33275
172,BROADBEACH,AUSTRALIA,-28.02782,153.43343
173,ASHBURTON,AUSTRALIA,-37.86259,145.07936
174,BOX HILL,AUSTRALIA,-37.81887,145.12545
175,AIRPORT WEST,AUSTRALIA,-37.7247,144.88126
176,BENALLA,AUSTRALIA,-36.55113,145.98425
177,MANSFIELD,AUSTRALIA,-37.052,146.08846
178,VERMONT,AUSTRALIA,-37.83616,145.19428
179,NORTH MELBOURNE,AUSTRALIA,-37.80289,144.94816
180,BELGRAVIA,AUSTRALIA,-33.11667,149.05
181,THOMASTOWN,AUSTRALIA,-37.68333,145.01667
182,BLACKTOWN,AUSTRALIA,-33.76667,150.91667
183,WILLIAMS,AUSTRALIA,-33.02803,116.87923
184,APSLEY,AUSTRALIA,-36.96667,141.08333
185,SUMNER,AUSTRALIA,-27.56555,152.93337
186,ROBINA,AUSTRALIA,-28.07071,153.39329
187,BOWRAL,AUSTRALIA,-34.4775,150.4204
188,REDLAND BAY,AUSTRALIA,-27.61343,153.30245
189,ASHFIELD,AUSTRALIA,-31.91721,115.93796
190,TOORAK,AUSTRALIA,-37.84077,145.00957
191,PARKES,AUSTRALIA,-33.1372,148.1759
192,ELSTERNWICK,AUSTRALIA,-37.88333,145
193,DUBBO,AUSTRALIA,-32.24295,148.60484
194,ROSEBANK,AUSTRALIA,-28.66667,153.4
195,PORT MACQUARIE,AUSTRALIA,-31.43084,152.90894
196,DAISY HILL,AUSTRALIA,-27.63026,153.15784
197,LOXTON,AUSTRALIA,-34.45223,140.57178
198,TERRIGAL,AUSTRALIA,-33.44815,151.44666
199,YATALA,AUSTRALIA,-27.71667,153.21667
200,MOWBRAY,AUSTRALIA,-41.40243,147.15059
201,ANGASTON,AUSTRALIA,-34.50129,139.04625
202,SOUTH MELBOURNE,AUSTRALIA,-37.83333,144.96667
203,RYDE,AUSTRALIA,-33.81667,151.1
204,REVESBY,AUSTRALIA,-33.95,151.01667
205,ABBOTSFORD,AUSTRALIA,-37.8046,144.99976
206,MANANGATANG,AUSTRALIA,-35.05512,142.88228
207,NEWPORT,AUSTRALIA,-33.65517,151.32126
208,SPRINGVALE,AUSTRALIA,-37.94853,145.15274
209,MACQUARIE,AUSTRALIA,-35.25126,149.06362
210,EAST PERTH,AUSTRALIA,-31.95872,115.87109
211,THE GAP,AUSTRALIA,-27.44187,152.93861
212,MINTABIE,AUSTRALIA,-27.31028,133.29658
213,ORANGE,AUSTRALIA,-33.28397,149.10018
214,TOWNSVILLE,AUSTRALIA,-19.26639,146.8057
215,WAIKERIE,AUSTRALIA,-34.18178,139.98552
216,GOLD COAST,AUSTRALIA,-28.00029,153.43088
217,MOORABBIN,AUSTRALIA,-37.93667,145.03417
218,CUMBERLAND PARK,AUSTRALIA,-34.97204,138.5867
219,DOUBLE BAY,AUSTRALIA,-33.87782,151.24354
220,ARDROSS,AUSTRALIA,-32.02696,115.83548
221,GEELONG,AUSTRALIA,-38.14711,144.36069
222,BURNLEY,AUSTRALIA,-37.82964,145.01752
223,BORONIA,AUSTRALIA,-37.86667,145.28333
224,LEICHARDT,AUSTRALIA,-36.68333,144.06667
225,REDCLIFFE,AUSTRALIA,-27.23074,153.09731
226,BLACKBURN,AUSTRALIA,-37.81901,145.15326
227,ELTHAM,AUSTRALIA,-37.73333,145.15
228,WAVERLEY,AUSTRALIA,-41.43602,147.18588
229,BONDI,AUSTRALIA,-37.13333,149.31667
230,WARRIMOO,AUSTRALIA,-33.71667,150.6
231,CLYDE,AUSTRALIA,-38.13333,145.33333
232,TAREN POINT,AUSTRALIA,-34.01667,151.11667
233,ROZELLE,AUSTRALIA,-33.86141,151.1705
234,BELLA VISTA,AUSTRALIA,-33.74127,150.95456
235,CREMORNE,AUSTRALIA,-37.83333,145
236,ALBION,AUSTRALIA,-37.76667,144.83333
237,PYRMONT,AUSTRALIA,-33.86985,151.19402
238,ARTARMON,AUSTRALIA,-33.81667,151.18333
239,TOOWONG,AUSTRALIA,-27.4836,152.98943
240,BAULKHAM HILLS,AUSTRALIA,-33.75881,150.99292
241,KINGSGROVE,AUSTRALIA,-33.93932,151.09928
242,OAKLEIGH,AUSTRALIA,-37.89809,145.08837
243,MILTON,AUSTRALIA,-27.47039,153.00312
244,SURREY HILLS,AUSTRALIA,-37.82524,145.10038
245,CAMBERWELL,AUSTRALIA,-37.84205,145.0694
246,FORTITUDE VALLEY,AUSTRALIA,-27.45718,153.03474
247,MELROSE PARK,AUSTRALIA,-34.98526,138.57874
248,CABOOLTURE,AUSTRALIA,-27.08465,152.9511
249,TULLAMARINE,AUSTRALIA,-37.70128,144.881
250,WELSHPOOL,AUSTRALIA,-31.99439,115.92224
251,BURWOOD,AUSTRALIA,-37.84978,145.11901
252,GORDON,AUSTRALIA,-37.5823,144.10925
253,SOUTH BRISBANE,AUSTRALIA,-27.48333,153.01667
254,BELLERIVE,AUSTRALIA,-42.86667,147.36667
255,DERWENT PARK,AUSTRALIA,-42.83506,147.29493
256,ROSNY PARK,AUSTRALIA,-42.86615,147.36768
257,ROCKLEA,AUSTRALIA,-27.53917,153.00402
258,CALOUNDRA,AUSTRALIA,-26.79709,153.13771
259,WACOL,AUSTRALIA,-27.58333,152.93333
260,STANMORE,AUSTRALIA,-27.75,153.21667
261,DANDENONG,AUSTRALIA,-37.98333,145.2
262,ALTONA,AUSTRALIA,-37.86964,144.83036
263,FOREST HILL,AUSTRALIA,-37.83656,145.16519
264,MORWELL,AUSTRALIA,-38.23476,146.39499
265,WANTIRNA,AUSTRALIA,-37.85,145.21667
266,MANOR,AUSTRALIA,-37.93333,144.58333
267,CRESWICK,AUSTRALIA,-37.42404,143.8947
268,BELROSE,AUSTRALIA,-33.73954,151.21033
269,CASTLE HILL,AUSTRALIA,-33.73333,151
270,VIENNA,AUSTRIA,48.20849,16.37208
271,NEBELBERG,AUSTRIA,48.62854,13.84629
272,PINKAFELD,AUSTRIA,47.36667,16.11667
273,GRAZ,AUSTRIA,47.06667,15.45
274,SEIERSBERG,AUSTRIA,47,15.4
275,KALSDORF BEI GRAZ,AUSTRIA,46.96528,15.48028
276,SALZBURG,AUSTRIA,47.79941,13.04399
277,VILLACH,AUSTRIA,46.61028,13.85583
278,FREISTADT,AUSTRIA,48.51103,14.50453
279,LINZ,AUSTRIA,48.30639,14.28611
280,EISENSTADT,AUSTRIA,47.85,16.51667
281,PERCHTOLDSDORF,AUSTRIA,48.11935,16.26607
282,DORNBIRN,AUSTRIA,47.41667,9.73306
283,PERG,AUSTRIA,48.25,14.63333
284,MICHELDORF IN OBEROESTERREICH,AUSTRIA,47.87764,14.13357
285,ASTEN,AUSTRIA,48.21941,14.41784
286,BAD SCHALLERBACH,AUSTRIA,48.22999,13.91925
287,GUNSKIRCHEN,AUSTRIA,48.13333,13.95
288,RIED IM INNKREIS,AUSTRIA,48.21123,13.48855
289,LAMPRECHTSHAUSEN,AUSTRIA,47.98333,12.95
290,ADNET,AUSTRIA,47.68333,13.13333
291,UTTENDORF,AUSTRIA,47.28333,12.56667
292,HUTTSCHLAG,AUSTRIA,47.16667,13.23333
293,FORSTAU,AUSTRIA,47.36667,13.53333
294,BAD GASTEIN,AUSTRIA,47.11547,13.13467
295,MATREI IN OSTTIROL,AUSTRIA,47,12.53333
296,FIEBERBRUNN,AUSTRIA,47.48333,12.55
297,ISCHGL,AUSTRIA,47.01257,10.29179
298,BREITENBACH AM INN,AUSTRIA,47.48333,11.96667
299,JENBACH,AUSTRIA,47.39173,11.77245
300,LEUTASCH,AUSTRIA,47.3689,11.14404
301,HOPFGARTEN IM BRIXENTAL,AUSTRIA,47.45,12.16667
302,SERFAUS,AUSTRIA,47.03333,10.6
303,HALL IN TIROL,AUSTRIA,47.28333,11.51667
304,INNSBRUCK,AUSTRIA,47.26266,11.39454
305,MAYRHOFEN,AUSTRIA,47.16667,11.86667
306,STUMM,AUSTRIA,47.28333,11.88333
307,INNERBRAZ,AUSTRIA,47.15,9.91667
308,MITTELBERG,AUSTRIA,47.3237,10.15463
309,BREGENZ,AUSTRIA,47.50311,9.7471
310,GASCHURN,AUSTRIA,46.98333,10.03333
311,NUZIDERS,AUSTRIA,47.16667,9.8
312,LUDESCH,AUSTRIA,47.2,9.78306
313,LECH,AUSTRIA,47.20797,10.14184
314,NENZING,AUSTRIA,47.18436,9.70539
315,FUGENBERG,AUSTRIA,47.35,11.83333
316,SATTEINS,AUSTRIA,47.21667,9.66667
317,GOTZIS,AUSTRIA,47.33306,9.63306
318,KIRCHSCHLAG IN DER BUCKLIGEN WELT,AUSTRIA,47.5,16.28333
319,KREMS AN DER DONAU,AUSTRIA,48.40921,15.61415
320,LILIENFELD,AUSTRIA,48.01312,15.59664
321,HOLLABRUNN,AUSTRIA,48.55,16.08333
322,GEDERSDORF,AUSTRIA,48.43319,15.68865
323,WULLERSDORF,AUSTRIA,48.61667,16.1
324,BEHAMBERG,AUSTRIA,48.01667,14.48333
325,DROSING,AUSTRIA,48.539,16.90264
326,GERERSDORF,AUSTRIA,48.18333,15.55
327,EBEN IM PONGAU,AUSTRIA,47.4,13.4
328,LEOBENDORF,AUSTRIA,48.38333,16.31667
329,KLOSTERNEUBURG,AUSTRIA,48.30521,16.32522
330,KAPFENBERG,AUSTRIA,47.44458,15.29331
331,KLAUS,AUSTRIA,47.30913,9.64678
332,KIRCHBACH IN STEIERMARK,AUSTRIA,46.93167,15.66194
333,OBERWEG,AUSTRIA,47.15,14.63333
334,NAAS,AUSTRIA,47.23333,15.6
335,ALLERHEILIGEN BEI WILDON,AUSTRIA,46.91417,15.55444
336,LANGENWANG,AUSTRIA,47.56667,15.61667
337,SEE,AUSTRIA,47.08333,10.46667
338,FELDKIRCHEN IN KARNTEN,AUSTRIA,46.71667,14.1
339,KLAGENFURT AM WOERTHERSEE,AUSTRIA,46.62472,14.30528
340,PREITENEGG,AUSTRIA,46.94,14.92583
341,GALLIZIEN,AUSTRIA,46.55,14.51667
342,FEISTRITZ AN DER GAIL,AUSTRIA,46.5775,13.60667
343,WERNBERG,AUSTRIA,46.61667,13.93333
344,SEEBENSTEIN,AUSTRIA,47.68333,16.13333
345,BRUCK AN DER LEITHA,AUSTRIA,48.01667,16.76667
346,BRUCKNEUDORF,AUSTRIA,48.01667,16.78333
347,SANKT MICHAEL IM BURGENLAND,AUSTRIA,47.13333,16.26667
348,GOLS,AUSTRIA,47.89689,16.91113
349,FRAUENKIRCHEN,AUSTRIA,47.83678,16.92581
350,NICKELSDORF,AUSTRIA,47.94056,17.06944
351,HERNSTEIN,AUSTRIA,47.89465,16.10561
352,WEISSENBACH AN DER TRIESTING,AUSTRIA,47.98211,16.03935
353,WIESMATH,AUSTRIA,47.61667,16.28333
354,LOIPERSBACH IM BURGENLAND,AUSTRIA,47.7,16.46667
355,HORITSCHON,AUSTRIA,47.58333,16.55
356,BROMBERG,AUSTRIA,47.66667,16.2
357,POTTENSTEIN,AUSTRIA,47.9582,16.0948
358,MARKT PIESTING,AUSTRIA,47.87358,16.1251
359,GRIESKIRCHEN,AUSTRIA,48.23333,13.83333
360,LEONDING,AUSTRIA,48.27965,14.2533
361,WELS,AUSTRIA,48.16667,14.03333
362,EBENSEE,AUSTRIA,47.80716,13.779
363,BRAUNAU AM INN,AUSTRIA,48.25628,13.04343
364,MANNSDORF AN DER DONAU,AUSTRIA,48.152,16.66506
365,PURKERSDORF,AUSTRIA,48.20769,16.17539
366,WIENER NEUDORF,AUSTRIA,48.08278,16.31384
367,GANSERNDORF,AUSTRIA,48.33925,16.72016
368,SCHWECHAT,AUSTRIA,48.13333,16.46667
369,BADEN,AUSTRIA,48.00221,16.23097
370,STETTEN,AUSTRIA,48.36667,16.38333
371,ANGER,AUSTRIA,47.26667,15.68333
372,EGGERSDORF BEI GRAZ,AUSTRIA,47.11667,15.58333
373,BREITENFELD AN DER RITTSCHEIN,AUSTRIA,47.03333,15.95
374,ZETTLING,AUSTRIA,46.95,15.41667
375,SANKT PETER AM OTTERSBACH,AUSTRIA,46.79778,15.75917
376,POLLAUBERG,AUSTRIA,47.31667,15.85
377,BAD WALTERSDORF,AUSTRIA,47.1696,16.0087
378,GLEISDORF,AUSTRIA,47.10559,15.71011
379,BURGAU,AUSTRIA,47.14268,16.09643
380,IRDNING,AUSTRIA,47.50529,14.10155
381,FOHNSDORF,AUSTRIA,47.2,14.68333
382,DEUTSCHLANDSBERG,AUSTRIA,46.81528,15.22222
383,SCHWANBERG,AUSTRIA,46.75833,15.20833
384,KINDBERG,AUSTRIA,47.5,15.45
385,STEINHAUS,AUSTRIA,48.11614,14.0189
386,SCHARDING,AUSTRIA,48.45294,13.43722
387,FELDKIRCHEN AN DER DONAU,AUSTRIA,48.34524,14.05134
388,AURACH AM HONGAR,AUSTRIA,47.95182,13.67291
389,GMUNDEN,AUSTRIA,47.91887,13.79754
390,SANKT GEORGEN IM ATTERGAU,AUSTRIA,47.93595,13.48306
391,TRAUN,AUSTRIA,48.22656,14.23459
392,STEYR,AUSTRIA,48.04274,14.42127
393,SATTLEDT,AUSTRIA,48.06667,14.05
394,BAD LEONFELDEN,AUSTRIA,48.52047,14.29459
395,ZIRL,AUSTRIA,47.28333,11.23333
396,WATTENS,AUSTRIA,47.28333,11.6
397,SOELDEN,AUSTRIA,46.96667,11
398,KOSSEN,AUSTRIA,47.6699,12.40545
399,FULPMES,AUSTRIA,47.16667,11.35
400,THURN,AUSTRIA,46.85056,12.76861
401,THAL,AUSTRIA,47.07644,15.36052
402,SCHWAZ,AUSTRIA,47.35169,11.71014
403,TELFS,AUSTRIA,47.3,11.06667
404,GNADENWALD,AUSTRIA,47.31667,11.56667
405,SOLL,AUSTRIA,47.50378,12.19221
406,ZELL AM ZILLER,AUSTRIA,47.23333,11.88333
407,PFUNDS,AUSTRIA,46.96667,10.55
408,KALTENLEUTGEBEN,AUSTRIA,48.11646,16.19956
409,LEOBERSDORF,AUSTRIA,47.92796,16.21651
410,GAADEN,AUSTRIA,48.05364,16.20003
411,LAXENBURG,AUSTRIA,48.06833,16.35607
412,BREITENFURT BEI WIEN,AUSTRIA,48.13333,16.15
413,WORDERN,AUSTRIA,48.334,16.21016
414,TRAISMAUER,AUSTRIA,48.35,15.73333
415,WANG,AUSTRIA,48.04538,15.02672
416,SONNTAGBERG,AUSTRIA,47.99561,14.76065
417,WEITRA,AUSTRIA,48.7,14.88333
418,SANKT POLTEN,AUSTRIA,48.2,15.63333
419,GMUEND,AUSTRIA,46.90722,13.52944
420,SANKT LEONHARD AM FORST,AUSTRIA,48.13333,15.28333
421,STOSSING,AUSTRIA,48.12267,15.81379
422,HORN,AUSTRIA,48.66274,15.65663
423,NEULENGBACH,AUSTRIA,48.19745,15.90219
424,GRAFENEGG,AUSTRIA,48.41667,15.73333
425,HERRNBAUMGARTEN,AUSTRIA,48.68333,16.68333
426,MUNCHENDORF,AUSTRIA,48.03333,16.38333
427,HEILIGENBLUT,AUSTRIA,47.03979,12.84345
428,MOOSBURG,AUSTRIA,46.6575,14.17472
429,MILLSTATT,AUSTRIA,46.80417,13.58056
430,GNESAU,AUSTRIA,46.77544,13.96251
431,VOELKERMARKT,AUSTRIA,46.66222,14.63444
432,SPITTAL AN DER DRAU,AUSTRIA,46.8,13.5
433,TREBESING,AUSTRIA,46.88639,13.51028
434,SANKT ANDRA,AUSTRIA,46.76611,14.82361
435,EBERNDORF,AUSTRIA,46.59139,14.64361
436,ANIF,AUSTRIA,47.75,13.06667
437,MONDSEE,AUSTRIA,47.85648,13.34908
438,MAISHOFEN,AUSTRIA,47.36667,12.8
439,NEUMARKT AM WALLERSEE,AUSTRIA,47.95,13.23333
440,HALLWANG,AUSTRIA,47.85,13.08333
441,SANKT GEORGEN AM WALDE,AUSTRIA,48.35979,14.90235
442,ILZ,AUSTRIA,47.08333,15.91667
443,NEUDAU,AUSTRIA,47.16667,16.1
444,KNITTELFELD,AUSTRIA,47.21667,14.81667
445,FEHRING,AUSTRIA,46.94,16.00806
446,ROTTENMANN,AUSTRIA,47.51667,14.35
447,SANKT RUPRECHT AN DER RAAB,AUSTRIA,47.15336,15.66256
448,ERLAUF,AUSTRIA,48.18333,15.18333
449,SANKT VALENTIN,AUSTRIA,48.16667,14.51667
450,WIESELBURG,AUSTRIA,48.13333,15.13333
451,WEINZIERL BEI KREMS,AUSTRIA,48.4,15.6
452,STEGERSBACH,AUSTRIA,47.16667,16.16667
453,PARNDORF,AUSTRIA,47.99963,16.86049
454,WIENER NEUSTADT,AUSTRIA,47.8,16.25
455,WURFLACH,AUSTRIA,47.77648,16.05463
456,WARTMANNSTETTEN,AUSTRIA,47.69359,16.07506
457,HENNERSDORF,AUSTRIA,48.11173,16.36311
458,EIDENBERG,AUSTRIA,48.39439,14.23313
459,SANKT FLORIAN AM INN,AUSTRIA,48.44122,13.44263
460,SANKT FLORIAN,AUSTRIA,48.20568,14.37836
461,REDLEITEN,AUSTRIA,48.06667,13.55
462,GARSTEN,AUSTRIA,48.0224,14.40747
463,WEISSENBACH BEI LIEZEN,AUSTRIA,47.56667,14.21667
464,METTERSDORF AM SASSBACH,AUSTRIA,46.80583,15.71111
465,LODERSDORF,AUSTRIA,46.95861,15.94333
466,PERNEGG AN DER MUR,AUSTRIA,47.35979,15.34236
467,SANKT MARTIN IM SULMTAL,AUSTRIA,46.75611,15.29722
468,BLUDENZ,AUSTRIA,47.14972,9.81667
469,BLUDESCH,AUSTRIA,47.2,9.73306
470,BUERS,AUSTRIA,47.14972,9.8
471,ROTHIS,AUSTRIA,47.29332,9.65484
472,KOBLACH,AUSTRIA,47.33306,9.6
473,MARIA ENZERSDORF,AUSTRIA,48.1,16.28333
